id,name,score,subject
1153,홍길동,63,수학
1154,밍키,72,영어
1155,성춘향,83,영어
1156,밍키,81,과학
1157,밍키,69,영어
1158,홍길동,92,수학
1159,밍키,73,영어
1160,이몽룡,88,수학
1161,밍키,86,영어
1162,밍키,73,수학
1163,홍길동,54,과학
1164,홍길동,77,영어
1165,홍길동,83,과학
1166,성춘향,68,과학
1167,밍키,67,과학
1168,밍키,67,수학
1169,밍키,51,수학
1170,홍길동,87,영어
1171,밍키,99,영어
1172,홍길동,81,수학
1173,밍키,77,과학
1174,밍키,93,과학
1175,홍길동,90,과학
1176,이몽룡,91,수학
1177,성춘향,63,수학
1178,밍키,80,과학
1179,이몽룡,62,과학
1180,밍키,88,과학
1181,이몽룡,66,영어
1182,밍키,98,과학
1183,성춘향,81,과학
1184,밍키,97,수학
1185,이몽룡,68,수학
1186,성춘향,58,수학
1187,이몽룡,61,과학
1188,밍키,86,수학
1189,밍키,80,수학
1190,이몽룡,80,수학
1191,밍키,99,수학
1192,이몽룡,77,수학
1193,밍키,74,수학
1194,밍키,70,과학
1195,홍길동,98,영어
1196,밍키,95,수학
1197,이몽룡,91,영어
1198,성춘향,68,과학
1199,밍키,86,수학
1200,이몽룡,98,영어
1201,밍키,78,과학
1202,밍키,58,과학
1203,성춘향,55,수학
1204,성춘향,74,과학
1205,홍길동,52,과학
1206,홍길동,54,영어
1207,홍길동,63,영어
1208,성춘향,99,영어
1209,이몽룡,68,영어
1210,이몽룡,67,영어
1211,성춘향,54,과학
1212,밍키,98,수학
1213,홍길동,89,영어
1214,이몽룡,66,수학
1215,밍키,100,영어
1216,성춘향,99,수학
1217,이몽룡,79,과학
1218,성춘향,57,영어
1219,홍길동,60,영어
1220,이몽룡,92,영어
1221,홍길동,88,영어
1222,홍길동,80,영어
1223,홍길동,56,과학
1224,성춘향,69,수학
1225,성춘향,56,영어
1226,홍길동,89,과학
1227,밍키,81,수학
1228,성춘향,79,영어
1229,성춘향,99,영어
1230,이몽룡,60,과학
1231,성춘향,78,과학
1232,성춘향,81,과학
1233,밍키,96,영어
1234,밍키,53,수학
1235,홍길동,58,수학
1236,밍키,52,과학
1237,이몽룡,79,수학
1238,밍키,92,영어
1239,성춘향,67,영어
1240,성춘향,64,수학
1241,성춘향,65,과학
1242,성춘향,85,과학
1243,홍길동,67,영어
1244,성춘향,93,과학
1245,성춘향,59,영어
1246,이몽룡,54,영어
1247,성춘향,69,수학
1248,이몽룡,94,영어
1249,홍길동,100,수학
1250,홍길동,93,과학
1251,이몽룡,73,영어
1252,홍길동,74,수학
1253,성춘향,67,수학
1254,이몽룡,65,과학
1255,이몽룡,51,과학
1256,성춘향,78,과학
1257,밍키,100,영어
1258,밍키,65,영어
1259,이몽룡,85,수학
1260,밍키,95,영어
1261,홍길동,62,수학
1262,이몽룡,70,수학
1263,성춘향,63,수학
1264,성춘향,93,수학
1265,이몽룡,65,수학
1266,홍길동,68,수학
1267,밍키,90,수학
1268,성춘향,63,영어
1269,이몽룡,59,과학
1270,이몽룡,72,영어
1271,홍길동,67,영어
1272,이몽룡,82,영어
1273,이몽룡,80,과학
1274,홍길동,63,영어
1275,이몽룡,79,과학
1276,밍키,68,영어
1277,홍길동,69,영어
1278,이몽룡,55,과학
1279,성춘향,56,영어
1280,성춘향,67,영어
1281,이몽룡,98,수학
1282,이몽룡,62,영어
1283,이몽룡,79,수학
1284,홍길동,62,수학
1285,성춘향,50,영어
1286,밍키,51,영어
1287,성춘향,68,수학
1288,밍키,81,수학
1289,성춘향,72,과학
1290,밍키,100,과학
1291,이몽룡,82,영어
1292,홍길동,83,수학
1293,홍길동,75,영어
1294,이몽룡,72,과학
1295,이몽룡,96,영어
1296,이몽룡,52,영어
1297,이몽룡,67,영어
1298,홍길동,93,영어
1299,밍키,67,수학
1300,이몽룡,84,수학
1301,성춘향,53,영어
1302,홍길동,84,영어
1303,이몽룡,93,수학
1304,이몽룡,82,과학
1305,이몽룡,78,영어
1306,홍길동,92,영어
1307,홍길동,73,수학
1308,성춘향,72,영어
1309,홍길동,75,수학
1310,홍길동,54,영어
1311,이몽룡,78,과학
1312,성춘향,80,영어
1313,밍키,94,수학
1314,성춘향,72,수학
1315,이몽룡,65,영어
1316,성춘향,85,수학
1317,밍키,89,수학
1318,성춘향,52,수학
1319,이몽룡,51,수학
1320,밍키,63,과학
1321,이몽룡,58,과학
1322,이몽룡,95,수학
1323,홍길동,83,수학
1324,성춘향,95,영어
1325,이몽룡,91,수학
1326,이몽룡,60,수학
1327,홍길동,87,영어
1328,홍길동,54,과학
1329,홍길동,56,영어
1330,홍길동,65,영어
1331,이몽룡,59,과학
1332,성춘향,61,과학
1333,홍길동,82,영어
1334,홍길동,91,영어
1335,성춘향,58,수학
1336,이몽룡,89,과학
1337,이몽룡,77,수학
1338,이몽룡,78,영어
1339,밍키,52,과학
1340,이몽룡,98,과학
1341,이몽룡,75,수학
1342,밍키,56,과학
1343,밍키,78,영어
1344,홍길동,50,과학
1345,홍길동,56,과학
1346,성춘향,96,수학
1347,밍키,52,과학
1348,홍길동,59,영어
1349,성춘향,92,과학
1350,이몽룡,52,영어
1351,홍길동,96,영어
1352,밍키,93,영어
1353,성춘향,50,과학
1354,이몽룡,90,과학
1355,성춘향,54,영어
1356,성춘향,58,과학
1357,이몽룡,52,영어
1358,밍키,76,수학
1359,홍길동,93,영어
1360,밍키,59,영어
1361,성춘향,93,과학
1362,성춘향,52,영어
1363,홍길동,89,과학
1364,밍키,93,영어
1365,밍키,65,영어
1366,이몽룡,57,과학
1367,성춘향,94,영어
1368,성춘향,53,과학
1369,홍길동,93,수학
1370,홍길동,94,영어
1371,이몽룡,79,과학
1372,성춘향,83,수학
1373,이몽룡,98,영어
1374,홍길동,93,수학
1375,성춘향,72,과학
1376,성춘향,64,수학
1377,밍키,89,영어
1378,이몽룡,93,영어
1379,이몽룡,85,영어
1380,이몽룡,98,과학
1381,홍길동,58,수학
1382,이몽룡,100,과학
1383,홍길동,56,영어
1384,이몽룡,59,과학
1385,이몽룡,100,영어
1386,홍길동,65,과학
1387,이몽룡,65,수학
1388,성춘향,50,과학
1389,이몽룡,98,수학
1390,이몽룡,75,과학
1391,밍키,98,영어
1392,성춘향,62,영어
1393,홍길동,51,영어
1394,홍길동,77,영어
1395,홍길동,58,과학
1396,성춘향,75,과학
1397,이몽룡,69,과학
1398,이몽룡,78,과학
1399,이몽룡,81,수학
1400,이몽룡,64,수학
1401,성춘향,95,수학
1402,밍키,100,영어
1403,홍길동,53,과학
1404,성춘향,70,영어
1405,이몽룡,75,영어
1406,홍길동,50,과학
1407,홍길동,94,과학
1408,홍길동,76,수학
1409,성춘향,79,영어
1410,성춘향,54,영어
1411,홍길동,59,과학
1412,성춘향,62,과학
1413,홍길동,97,과학
1414,밍키,61,수학
1415,성춘향,66,영어
1416,이몽룡,83,영어
1417,홍길동,50,수학
1418,홍길동,67,영어
1419,이몽룡,70,수학
1420,이몽룡,65,영어
1421,이몽룡,54,과학
1422,밍키,100,영어
1423,이몽룡,94,수학
1424,이몽룡,99,영어
1425,밍키,86,수학
1426,밍키,69,과학
1427,성춘향,76,수학
1428,홍길동,53,과학
1429,성춘향,58,수학
1430,밍키,73,수학
1431,홍길동,53,과학
1432,이몽룡,53,과학
1433,홍길동,75,수학
1434,이몽룡,60,수학
1435,홍길동,63,수학
1436,홍길동,76,과학
1437,밍키,62,수학
1438,성춘향,57,과학
1439,성춘향,71,과학
1440,밍키,75,과학
1441,홍길동,97,과학
1442,밍키,91,영어
1443,성춘향,82,과학
1444,성춘향,96,과학
1445,홍길동,64,영어
1446,밍키,87,영어
1447,홍길동,65,수학
1448,성춘향,85,과학
1449,밍키,99,과학
1450,이몽룡,54,영어
1451,이몽룡,52,영어
1452,홍길동,72,수학
1453,밍키,51,영어
1454,밍키,64,수학
1455,성춘향,64,수학
1456,밍키,72,영어
1457,밍키,90,영어
1458,밍키,71,영어
1459,이몽룡,64,과학
1460,밍키,57,수학
1461,이몽룡,97,과학
1462,성춘향,77,수학
1463,홍길동,80,과학
1464,성춘향,60,수학
1465,이몽룡,57,수학
1466,성춘향,74,과학
1467,성춘향,96,영어
1468,이몽룡,60,과학
1469,밍키,72,영어
1470,홍길동,94,과학
1471,성춘향,57,수학
1472,홍길동,97,영어
1473,성춘향,71,과학
1474,성춘향,56,과학
1475,성춘향,82,과학
1476,성춘향,93,수학
1477,이몽룡,83,영어
1478,이몽룡,61,영어
1479,밍키,53,과학
1480,이몽룡,85,과학
1481,밍키,88,영어
1482,밍키,86,과학
1483,홍길동,90,수학
1484,밍키,59,과학
1485,이몽룡,66,과학
1486,성춘향,95,과학
1487,홍길동,66,과학
1488,성춘향,83,수학
1489,밍키,93,수학
1490,성춘향,94,과학
1491,홍길동,99,과학
1492,밍키,84,과학
1493,홍길동,84,과학
1494,밍키,57,영어
1495,밍키,57,과학
1496,밍키,97,수학
1497,이몽룡,62,과학
1498,홍길동,61,영어
1499,밍키,85,수학
1500,밍키,75,수학
1501,밍키,53,영어
1502,밍키,94,수학
1503,이몽룡,92,영어
1504,이몽룡,75,과학
1505,밍키,61,영어
1506,이몽룡,74,영어
1507,성춘향,61,수학
1508,밍키,66,영어
1509,밍키,90,수학
1510,홍길동,71,영어
1511,홍길동,55,과학
1512,성춘향,50,영어
1513,이몽룡,52,영어
1514,성춘향,60,과학
1515,성춘향,60,수학
1516,이몽룡,60,영어
1517,밍키,78,영어
1518,성춘향,56,영어
1519,이몽룡,59,영어
1520,성춘향,91,과학
1521,밍키,91,수학
1522,홍길동,98,과학
1523,홍길동,53,과학
1524,이몽룡,86,수학
1525,홍길동,60,영어
1526,이몽룡,62,영어
1527,성춘향,78,과학
1528,밍키,71,과학
1529,홍길동,55,영어
1530,이몽룡,59,과학
1531,밍키,64,수학
1532,홍길동,94,수학
1533,이몽룡,55,영어
1534,밍키,93,영어
1535,밍키,75,수학
1536,홍길동,59,영어
1537,홍길동,52,과학
1538,이몽룡,55,수학
1539,성춘향,74,영어
1540,홍길동,88,과학
1541,밍키,99,영어
1542,이몽룡,94,과학
1543,홍길동,59,수학
1544,성춘향,70,영어
1545,홍길동,54,영어
1546,밍키,97,과학
1547,이몽룡,53,영어
1548,이몽룡,57,과학
1549,밍키,57,과학
1550,성춘향,97,영어
1551,홍길동,97,과학
1552,홍길동,92,수학
1553,밍키,73,영어
1554,홍길동,95,과학
1555,이몽룡,54,영어
1556,이몽룡,78,수학
1557,홍길동,95,수학
1558,밍키,74,과학
1559,성춘향,94,영어
1560,밍키,68,영어
1561,밍키,71,과학
1562,밍키,53,수학
1563,홍길동,64,수학
1564,성춘향,77,수학
1565,이몽룡,58,영어
1566,밍키,55,과학
1567,홍길동,98,과학
1568,홍길동,98,과학
1569,성춘향,81,영어
1570,밍키,82,수학
1571,밍키,62,영어
1572,성춘향,84,영어
1573,성춘향,76,수학
1574,홍길동,88,과학
1575,이몽룡,74,수학
1576,홍길동,100,수학
1577,홍길동,97,과학
1578,성춘향,56,수학
1579,홍길동,54,과학
1580,성춘향,100,과학
1581,홍길동,89,영어
1582,밍키,72,수학
1583,성춘향,86,수학
1584,성춘향,86,과학
1585,밍키,54,수학
1586,홍길동,53,과학
1587,밍키,53,과학
1588,이몽룡,98,영어
1589,홍길동,92,영어
1590,밍키,89,영어
1591,밍키,75,수학
1592,홍길동,68,과학
1593,밍키,91,영어
1594,홍길동,53,과학
1595,홍길동,99,과학
1596,밍키,76,과학
1597,이몽룡,87,수학
1598,이몽룡,94,과학
1599,성춘향,98,수학
1600,성춘향,53,과학
1601,밍키,96,수학
1602,홍길동,94,영어
1603,이몽룡,79,수학
1604,이몽룡,95,수학
1605,밍키,89,과학
1606,홍길동,73,수학
1607,홍길동,65,과학
1608,홍길동,94,수학
1609,성춘향,99,과학
1610,홍길동,52,과학
1611,밍키,56,영어
1612,밍키,65,과학
1613,이몽룡,93,수학
1614,홍길동,57,수학
1615,성춘향,50,수학
1616,홍길동,100,영어
1617,밍키,70,영어
1618,성춘향,56,영어
1619,밍키,60,수학
1620,밍키,74,영어
1621,성춘향,55,영어
1622,밍키,54,과학
1623,성춘향,61,영어
1624,이몽룡,60,수학
1625,밍키,86,과학
1626,이몽룡,89,수학
1627,홍길동,61,수학
1628,성춘향,93,수학
1629,이몽룡,56,수학
1630,이몽룡,100,수학
1631,이몽룡,63,영어
1632,이몽룡,66,영어
1633,성춘향,64,과학
1634,밍키,54,영어
1635,밍키,87,과학
1636,밍키,80,수학
1637,이몽룡,97,과학
1638,홍길동,66,과학
1639,밍키,57,영어
1640,홍길동,94,과학
1641,성춘향,72,영어
1642,홍길동,65,수학
1643,밍키,63,영어
1644,홍길동,52,수학
1645,성춘향,94,수학
1646,밍키,52,수학
1647,홍길동,99,과학
1648,이몽룡,55,수학
1649,성춘향,93,영어
1650,성춘향,100,수학
1651,이몽룡,84,영어
1652,이몽룡,80,수학
1653,성춘향,69,과학
1654,홍길동,66,과학
1655,밍키,50,영어
1656,이몽룡,68,영어
1657,이몽룡,81,수학
1658,홍길동,51,수학
1659,성춘향,82,영어
1660,성춘향,88,수학
1661,성춘향,61,수학
1662,이몽룡,63,수학
1663,밍키,94,과학
1664,이몽룡,84,수학
1665,홍길동,56,영어
1666,밍키,82,수학
1667,밍키,79,수학
1668,밍키,82,과학
1669,성춘향,81,과학
1670,밍키,54,과학
1671,이몽룡,72,과학
1672,밍키,86,수학
1673,이몽룡,84,과학
1674,홍길동,61,수학
1675,홍길동,88,영어
1676,홍길동,80,과학
1677,밍키,79,과학
1678,성춘향,61,수학
1679,밍키,75,영어
1680,밍키,54,과학
1681,이몽룡,65,과학
1682,이몽룡,65,수학
1683,홍길동,72,수학
1684,홍길동,69,영어
1685,이몽룡,72,과학
1686,밍키,96,영어
1687,이몽룡,64,영어
1688,홍길동,71,과학
1689,홍길동,99,수학
1690,이몽룡,100,영어
1691,이몽룡,70,영어
1692,성춘향,74,과학
1693,성춘향,100,수학
1694,홍길동,80,수학
1695,성춘향,69,영어
1696,성춘향,72,영어
1697,이몽룡,52,영어
1698,밍키,90,영어
1699,밍키,88,수학
1700,홍길동,95,과학
1701,밍키,57,영어
1702,성춘향,94,과학
1703,성춘향,96,영어
1704,밍키,71,영어
1705,밍키,94,수학
1706,홍길동,82,영어
1707,이몽룡,93,수학
1708,홍길동,77,영어
1709,이몽룡,80,영어
1710,성춘향,70,수학
1711,홍길동,86,영어
1712,홍길동,62,수학
1713,홍길동,100,영어
1714,홍길동,71,영어
1715,홍길동,94,수학
1716,홍길동,56,과학
1717,홍길동,96,수학
1718,성춘향,73,과학
1719,홍길동,64,영어
1720,이몽룡,92,과학
1721,밍키,66,과학
1722,홍길동,97,수학
1723,성춘향,58,영어
1724,성춘향,83,영어
1725,이몽룡,65,영어
1726,밍키,51,수학
1727,이몽룡,89,과학
1728,성춘향,86,영어
1729,성춘향,83,영어
1730,홍길동,94,영어
1731,성춘향,74,수학
1732,이몽룡,64,영어
1733,홍길동,96,수학
1734,홍길동,60,수학
1735,이몽룡,79,과학
1736,이몽룡,67,수학
1737,홍길동,93,과학
1738,밍키,67,과학
1739,홍길동,65,수학
1740,이몽룡,97,영어
1741,성춘향,84,영어
1742,밍키,81,수학
1743,성춘향,59,수학
1744,성춘향,69,과학
1745,이몽룡,84,수학
1746,홍길동,97,영어
1747,성춘향,87,과학
1748,이몽룡,51,수학
1749,밍키,50,수학
1750,밍키,85,수학
1751,홍길동,58,영어
1752,밍키,98,영어
1753,홍길동,100,영어
1754,성춘향,61,과학
1755,이몽룡,65,영어
1756,성춘향,82,수학
1757,밍키,78,수학
1758,성춘향,50,영어
1759,홍길동,50,과학
1760,밍키,68,수학
1761,홍길동,98,영어
1762,성춘향,95,영어
1763,밍키,69,과학
1764,홍길동,63,과학
1765,밍키,91,영어
1766,밍키,63,수학
1767,홍길동,79,수학
1768,성춘향,95,과학
1769,성춘향,50,영어
1770,성춘향,77,과학
1771,홍길동,84,수학
1772,밍키,69,영어
1773,이몽룡,54,영어
1774,홍길동,55,영어
1775,이몽룡,67,영어
1776,밍키,58,영어
1777,이몽룡,72,영어
1778,밍키,67,과학
1779,밍키,94,영어
1780,홍길동,83,수학
1781,성춘향,58,과학
1782,성춘향,73,수학
1783,홍길동,92,과학
1784,밍키,81,영어
1785,이몽룡,50,영어
1786,이몽룡,99,수학
1787,이몽룡,60,수학
1788,성춘향,59,수학
1789,밍키,91,영어
1790,밍키,58,과학
1791,성춘향,71,영어
1792,홍길동,50,수학
1793,이몽룡,91,영어
1794,성춘향,50,과학
1795,밍키,97,영어
1796,성춘향,82,수학
1797,성춘향,73,과학
1798,성춘향,65,과학
1799,이몽룡,96,영어
1800,이몽룡,86,과학
1801,성춘향,65,과학
1802,성춘향,70,영어
1803,이몽룡,81,수학
1804,성춘향,52,영어
1805,홍길동,51,과학
1806,성춘향,87,과학
1807,이몽룡,51,과학
1808,밍키,54,수학
1809,이몽룡,98,수학
1810,홍길동,60,영어
1811,이몽룡,63,영어
1812,밍키,93,수학
1813,홍길동,79,과학
1814,홍길동,73,수학
1815,밍키,88,영어
1816,이몽룡,64,영어
1817,이몽룡,76,과학
1818,홍길동,91,수학
1819,성춘향,71,영어
1820,밍키,85,과학
1821,홍길동,57,수학
1822,홍길동,50,수학
1823,이몽룡,95,수학
1824,홍길동,54,영어
1825,성춘향,63,영어
1826,이몽룡,95,영어
1827,이몽룡,74,영어
1828,이몽룡,64,영어
1829,성춘향,99,영어
1830,성춘향,96,과학
1831,이몽룡,82,수학
1832,성춘향,74,과학
1833,이몽룡,68,과학
1834,이몽룡,79,영어
1835,이몽룡,79,수학
1836,성춘향,74,영어
1837,성춘향,53,과학
1838,홍길동,88,수학
1839,홍길동,77,영어
1840,홍길동,71,영어
1841,성춘향,89,영어
1842,밍키,57,과학
1843,밍키,63,과학
1844,홍길동,83,수학
1845,밍키,70,과학
1846,밍키,69,과학
1847,홍길동,93,과학
1848,밍키,50,과학
1849,이몽룡,78,영어
1850,홍길동,69,과학
1851,홍길동,79,수학
1852,이몽룡,99,수학
1853,홍길동,64,영어
1854,홍길동,80,수학
1855,이몽룡,77,과학
1856,이몽룡,56,과학
1857,이몽룡,77,영어
1858,밍키,63,수학
1859,이몽룡,96,과학
1860,성춘향,72,과학
1861,이몽룡,94,과학
1862,홍길동,55,수학
1863,홍길동,95,수학
1864,홍길동,95,영어
1865,밍키,77,수학
1866,홍길동,83,수학
1867,이몽룡,64,영어
1868,밍키,73,영어
1869,이몽룡,82,영어
1870,홍길동,74,영어
1871,홍길동,94,영어
1872,성춘향,57,수학
1873,이몽룡,67,과학
1874,이몽룡,62,영어
1875,홍길동,59,영어
1876,이몽룡,74,과학
1877,성춘향,61,과학
1878,성춘향,86,수학
1879,성춘향,73,과학
1880,이몽룡,72,영어
1881,이몽룡,74,과학
1882,밍키,51,과학
1883,홍길동,97,과학
1884,성춘향,87,수학
1885,밍키,80,과학
1886,홍길동,98,영어
1887,이몽룡,64,영어
1888,이몽룡,50,수학
1889,홍길동,54,수학
1890,이몽룡,85,수학
1891,성춘향,50,수학
1892,홍길동,77,과학
1893,밍키,55,영어
1894,홍길동,95,수학
1895,홍길동,85,영어
1896,밍키,88,과학
1897,밍키,59,수학
1898,밍키,50,영어
1899,밍키,80,과학
